X,Y,CCN,REPORT_DAT,START_DATE,END_DATE,BLOCK,OFFENSE,METHOD,SHIFT,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,BID,XBLOCK,YBLOCK,LATITUDE,LONGITUDE,OBJECTID,OCTO_RECORD_ID
397991.630000003,140078.370000001,26020356,2026/02/15 02:22:35+00,2026/02/15 01:14:00+00,2026/02/15 01:35:00+00,3000 - 3099 BLOCK OF GEORGIA AVENUE NW,THEFT F/AUTO,OTHERS,EVENING,1,1E,4,409,Cluster 2,003200 4,003200,Precinct 38,,397991.63,140078.37,38.928581769,-77.0231621573,924114114,
399489.600000001,137576.25,26023374,2026/02/21 14:59:44+00,2026/02/21 14:20:00+00,2026/02/21 15:00:00+00,1200 - 1229 BLOCK OF 1ST STREET NE,THEFT/OTHER,OTHERS,DAY,6,6E,5,501,Cluster 25,010601 1,010601,Precinct 144,NOMA,399489.6,137576.25,38.9060439932,-77.0058844882,924114115,
396171.049999997,137945.800000001,26034299,2026/03/16 15:55:54+00,2026/03/16 10:15:00+00,2026/03/16 20:17:00+00,1 - 7 BLOCK OF DUPONT CIRCLE NW,THEFT/OTHER,OTHERS,DAY,2,2B,2,208,Cluster 6,005502 3,005502,Precinct 14,DUPONT CIRCLE,396171.05,137945.8,38.9093648355,-77.0441466713,924114316,
404166.658699997,136422.274500001,26034770,2026/03/17 13:30:02+00,2026/03/15 06:00:00+00,2026/03/15 06:30:00+00,3400 - 3799 BLOCK OF BENNING ROAD NE,THEFT/OTHER,OTHERS,DAY,7,7F,6,603,Cluster 32,009603 3,009603,Precinct 102,,404166.65868982,136422.274524031,38.8956388439,-76.9519688894,924114317,
404600.899899997,136168.3774,26001605,2026/01/04 23:54:26+00,2026/01/04 23:19:00+00,,300 - 499 BLOCK OF 40TH STREET NE,THEFT/OTHER,OTHERS,EVENING,7,7F,6,603,Cluster 32,009603 2,009603,Precinct 102,,404600.899906223,136168.377435795,38.8933494806,-76.9469648801,924114343,
400977.880000003,140585.289999999,26005188,2026/01/12 15:04:57+00,2026/01/12 13:18:00+00,,3500 - 3599 BLOCK OF 13TH STREET NE,THEFT F/AUTO,OTHERS,DAY,5,5B,5,504,Cluster 22,009301 2,009301,Precinct 73,,400977.88,140585.29,38.9331500112,-76.9887215695,924114344,
396217.890000001,138008.23,26010019,2026/01/22 16:01:13+00,2026/01/18 07:30:00+00,2026/01/18 08:30:00+00,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,ROBBERY,OTHERS,DAY,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 14,GOLDEN TRIANGLE,396217.89,138008.23,38.9099274291,-77.0436069637,924114357,
401914.469999999,140581.390000001,26010564,2026/01/23 19:57:10+00,2026/01/23 18:26:00+00,2026/01/23 19:55:00+00,1800 - 1999 BLOCK OF MONROE STREET NE,ROBBERY,OTHERS,DAY,5,5B,5,504,Cluster 22,009400 2,009400,Precinct 70,,401914.47,140581.39,38.9331133373,-76.9779193706,924114358,
398099.020000003,138206.329999998,26014457,2026/02/02 21:00:00+00,2026/02/02 16:00:00+00,2026/02/02 19:40:00+00,1600 - 1623 BLOCK OF 7TH STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2G,3,307,Cluster 7,004901 2,004901,Precinct 18,,398099.02,138206.33,38.911718063,-77.0219184648,924114376,
397609.899999999,138792.68,26008847,2026/01/20 01:53:42+00,2026/01/19 22:10:00+00,2026/01/19 22:20:00+00,1100 - 1199 BLOCK OF U STREET NW,ROBBERY,GUN,EVENING,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 22,,397609.9,138792.68,38.916998906,-77.0275601016,924114517,
394449.149999999,137479.059999999,26019341,2026/02/13 01:20:21+00,2026/02/12 22:22:00+00,2026/02/13 00:59:00+00,3200 - 3275 BLOCK OF M STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2E,2,206,Cluster 4,000202 4,000202,Precinct 6,GEORGETOWN,394449.15,137479.06,38.9051510928,-77.0639958956,924114625,
402932.990000002,134211.199999999,26024549,2026/02/24 07:04:23+00,2026/02/24 05:00:00+00,2026/02/24 07:04:00+00,2826 - 2899 BLOCK OF MINNESOTA AVENUE SE,ROBBERY,OTHERS,MIDNIGHT,7,7B,6,605,Cluster 34,007709 2,007709,Precinct 111,,402932.99,134211.2,38.8757256246,-76.9661994268,924114626,
401535.270000003,131621.84,26026054,2026/02/27 18:51:34+00,2026/02/27 14:22:00+00,2026/02/27 14:43:00+00,3033 - 3098 BLOCK OF STANTON ROAD SE,THEFT F/AUTO,OTHERS,DAY,8,8C,7,704,Cluster 38,007404 1,007404,Precinct 117,,401535.27,131621.84,38.8524031478,-76.9823129126,924114627,
396190.579999998,139384.93,26420017,2026/01/02 16:32:45+00,2026/01/02 14:40:00+00,2026/01/02 14:40:00+00,1800 - 1899 BLOCK OF BILTMORE STREET NW,THEFT/OTHER,OTHERS,DAY,1,1C,3,303,Cluster 1,004001 1,004001,Precinct 25,ADAMS MORGAN,396190.58,139384.93,38.9223290804,-77.0439294808,924114645,
396455.479999997,139555.850000001,26420647,2026/02/14 17:45:24+00,2026/02/14 00:00:00+00,2026/02/14 00:40:00+00,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,THEFT F/AUTO,OTHERS,DAY,1,1C,3,303,Cluster 1,003901 2,003901,Precinct 35,ADAMS MORGAN,396455.48,139555.85,38.9238698908,-77.0408755892,924114646,
393843.899999999,137761.300000001,26040487,2026/03/28 17:50:21+00,2026/03/10 12:00:00+00,2026/03/27 15:30:00+00,3600 - 3699 BLOCK OF O STREET NW,THEFT/OTHER,OTHERS,DAY,2,2E,2,206,Cluster 4,000201 2,000201,Precinct 6,,393843.9,137761.3,38.9076895776,-77.070976366,924114690,
397633.43,144615.420000002,26041351,2026/03/30 12:40:01+00,2026/03/30 12:06:00+00,2026/03/30 12:40:00+00,6500 - 6599 BLOCK OF GEORGIA AVENUE NW,THEFT/OTHER,OTHERS,DAY,4,4A,4,402,Cluster 17,001804 2,001804,Precinct 61,,397633.43,144615.42,38.9694518736,-77.027308864,924114691,
398116.520000003,139949.75,26420735,2026/02/21 02:01:07+00,2026/01/12 22:20:00+00,2026/01/13 04:59:00+00,500 - 699 BLOCK OF HARVARD STREET NW,THEFT/OTHER,OTHERS,EVENING,1,1E,3,306,Cluster 2,003200 4,003200,Precinct 37,,398116.52,139949.75,38.9274233965,-77.0217214713,924114692,
397082.7689,137185.379000001,26013849,2026/02/01 08:51:57+00,2026/02/01 05:09:00+00,2026/02/01 06:13:00+00,K STREET NW AND VERMONT AVENUE NW,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,2,2C,2,207,Cluster 8,010100 3,010100,Precinct 129,DOWNTOWN,397082.76892325,137185.37897274,38.902518197,-77.0336315904,924114732,
399385.75,134294.649999999,26037195,2026/03/22 02:29:12+00,2026/03/15 00:00:00+00,2026/03/15 01:00:00+00,50 - 55 BLOCK OF M STREET SE,ROBBERY,GUN,EVENING,6,6E,1,106,Cluster 25,010603 2,010603,Precinct 144,NOMA,399385.75,134294.65,38.8764820522,-77.0070788587,924114864,
401839.367899999,130997.597399998,26042203,2026/04/01 02:01:43+00,2026/03/31 22:06:00+00,2026/03/31 23:31:00+00,3300 - 3399 BLOCK OF 18TH STREET SE,THEFT/OTHER,OTHERS,EVENING,8,8C,7,704,Cluster 38,007403 1,007403,Precinct 116,,401839.36790366,130997.597430996,38.8467791152,-76.9788112202,924114865,
401803.25,130825.739999998,26006833,2026/01/15 19:13:32+00,2026/01/15 17:41:00+00,2026/01/15 18:30:00+00,3400 - 3498 BLOCK OF STANTON ROAD SE,ASSAULT W/DANGEROUS WEAPON,GUN,DAY,8,8E,7,704,Cluster 38,007409 3,007409,Precinct 116,,401803.25,130825.74,38.8452310224,-76.9792277344,924115016,
404541.469999999,136535.379999999,26009459,2026/01/21 12:50:17+00,2026/01/21 01:00:00+00,2026/01/21 02:00:00+00,4000 - 4121 BLOCK OF MINNESOTA AVENUE NE,ASSAULT W/DANGEROUS WEAPON,KNIFE,DAY,7,7F,6,602,Cluster 30,007803 1,007803,Precinct 99,,404541.47,136535.38,38.8966558827,-76.9476475094,924115017,
398654.119999997,138409.18,26040480,2026/03/28 16:50:12+00,2026/03/20 02:00:00+00,2026/03/20 06:15:00+00,231 - 318 BLOCK OF FLORIDA AVENUE NW,THEFT/OTHER,OTHERS,DAY,5,5E,3,308,Cluster 21,003400 3,003400,Precinct 19,,398654.12,138409.18,38.9135464297,-77.0155185112,924115202,
401740.25,137077.199999999,26040625,2026/03/28 21:52:27+00,2026/03/28 20:08:00+00,2026/03/28 20:18:00+00,1600 - 1699 BLOCK OF MARYLAND AVENUE NE,THEFT/OTHER,OTHERS,EVENING,5,5D,5,507,Cluster 23,008904 1,008904,Precinct 79,,401740.25,137077.2,38.9015468006,-76.9799376272,924115203,
397829.909999996,137265.25,26044171,2026/04/04 15:32:05+00,2026/04/03 15:00:00+00,2026/04/04 15:00:00+00,900 - 999 BLOCK OF MASSACHUSETTS AVENUE NW,THEFT/OTHER,OTHERS,DAY,2,2G,3,307,Cluster 8,004902 3,004902,Precinct 129,,397829.91,137265.25,38.9032398655,-77.0250183526,924115440,
396029.229999997,137018.530000001,26041847,2026/03/31 06:10:58+00,2026/03/31 05:44:00+00,2026/03/31 05:50:00+00,2000 - 2099 BLOCK OF PENNSYLVANIA AVENUE NW,THEFT/OTHER,OTHERS,MIDNIGHT,2,2A,2,207,Cluster 5,010800 1,010800,Precinct 2,,396029.23,137018.53,38.9010110345,-77.045776453,924115482,
405689.07,135331.4355,26420641,2026/02/14 14:16:20+00,2026/02/14 02:09:00+00,2026/02/14 02:09:00+00,4700 - 4899 BLOCK OF C STREET SE,THEFT/OTHER,OTHERS,DAY,7,7E,6,604,Cluster 33,009906 1,009906,Precinct 104,,405689.070019232,135331.435483018,38.8858036271,-76.9344283476,924115483,
397497.460000001,136718.530000001,26019893,2026/02/14 02:35:48+00,2026/02/14 00:30:00+00,2026/02/14 02:36:00+00,1200 - 1299 BLOCK OF G STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,DOWNTOWN,397497.46,136718.53,38.8983139331,-77.0288490823,924115906,
397497.159999996,136959.0,26001767,2026/01/05 12:50:39+00,2026/01/05 10:00:00+00,2026/01/05 12:00:00+00,1200 - 1299 BLOCK OF NEW YORK AVENUE NW,THEFT/OTHER,OTHERS,DAY,2,2C,2,209,Cluster 8,010100 2,010100,Precinct 129,DOWNTOWN,397497.16,136959,38.9004801723,-77.0288534169,924115995,
401822.216700003,135322.863899998,26003281,2026/01/08 14:37:38+00,2026/01/05 23:35:00+00,2026/01/06 15:45:00+00,226 - 299 BLOCK OF 18TH STREET SE,THEFT F/AUTO,OTHERS,DAY,7,7D,1,107,Cluster 26,006801 1,006801,Precinct 87,,401822.216703644,135322.86386701,38.8857429283,-76.9789973319,924115996,
402375.119999997,136709.25,26004363,2026/01/10 16:09:52+00,2026/01/10 12:38:00+00,2026/01/10 16:00:00+00,2300 - 2399 BLOCK OF BENNING ROAD NE,BURGLARY,OTHERS,DAY,7,7D,5,507,Cluster 25,007903 1,007903,Precinct 80,,402375.12,136709.25,38.898230689,-76.9726198373,924115997,
398315.719999999,137185.25,26012935,2026/01/30 02:29:25+00,2026/01/30 01:36:00+00,2026/01/30 02:22:00+00,500 - 599 BLOCK OF K STREET NW,THEFT/OTHER,OTHERS,EVENING,6,6E,1,101,Cluster 8,004702 4,004702,Precinct 1,MOUNT VERNON TRIANGLE CID,398315.72,137185.25,38.9025202624,-77.0194173908,924116246,
398185.240000002,138058.149999999,26013159,2026/01/30 19:06:52+00,2026/01/30 18:15:00+00,2026/01/30 18:16:00+00,1500 - 1599 BLOCK OF MARION STREET NW,MOTOR VEHICLE THEFT,OTHERS,DAY,2,2G,3,308,Cluster 7,004801 1,004801,Precinct 18,,398185.24,138058.15,38.9103833894,-77.0209239491,924116247,
401482.75,137579.370000001,26015238,2026/02/04 08:42:46+00,2026/02/04 08:06:00+00,2026/02/04 08:45:00+00,1300 - 1399 BLOCK OF CHILDRESS STREET NE,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,5,5D,5,506,Cluster 23,008804 1,008804,Precinct 78,,401482.75,137579.37,38.9060709968,-76.9829051171,924116248,
401013.869999997,135684.239999998,26015334,2026/02/04 16:30:04+00,2026/02/04 15:15:00+00,2026/02/04 15:20:00+00,13TH STREET SE AND MASSACHUSETTS AVENUE SE,THEFT F/AUTO,OTHERS,DAY,6,6B,1,107,Cluster 26,006700 1,006700,Precinct 88,,401013.87001489,135684.23999535,38.888999645,-76.988313713,924116249,
396746.969999999,137976.41,26015513,2026/02/04 22:14:47+00,2026/02/04 21:25:00+00,2026/02/04 21:45:00+00,1600 - 1699 BLOCK OF P STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2B,2,208,Cluster 6,005303 2,005303,Precinct 15,,396746.97,137976.41,38.9096429011,-77.0375066283,924116250,
397265.630000003,144484.640000001,26016262,2026/02/06 08:59:08+00,2026/02/06 08:35:00+00,2026/02/06 08:50:00+00,1300 - 1399 BLOCK OF TEWKESBURY PLACE NW,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,4,4A,4,402,Cluster 17,001804 1,001804,Precinct 61,,397265.63,144484.64,38.9682727078,-77.0315525437,924116251,
406453.8442,134892.864500001,26017715,2026/02/09 18:41:06+00,2026/02/09 16:49:00+00,2026/02/09 18:07:00+00,5300 - 5399 BLOCK OF E STREET SE,ASSAULT W/DANGEROUS WEAPON,GUN,DAY,7,7E,6,604,Cluster 33,009905 3,009905,Precinct 105,,406453.844195942,134892.864474611,38.881847531,-76.9256177593,924116252,
395499.25,139592.960000001,26019017,2026/02/12 15:34:56+00,2026/02/12 13:34:00+00,2026/02/12 13:37:00+00,2600 - 2649 BLOCK OF CONNECTICUT AVENUE NW,THEFT/OTHER,OTHERS,DAY,3,3C,2,204,Cluster 15,000501 1,000501,Precinct 136,,395499.25,139592.96,38.9241998122,-77.0519031245,924116253,
400846.285300002,135070.684999999,26021096,2026/02/16 23:02:43+00,2026/02/16 21:23:00+00,2026/02/16 22:48:00+00,400 - 499 BLOCK OF 12TH STREET SE,THEFT/OTHER,OTHERS,EVENING,6,6B,1,107,Cluster 26,006900 1,006900,Precinct 91,,400846.285278738,135070.685018776,38.8834726857,-76.9902461199,924116254,
397429.969999999,136542.969999999,26044952,2026/04/06 04:30:53+00,2026/04/06 03:39:00+00,2026/04/07 03:50:00+00,500 - 599 BLOCK OF 13TH STREET NW,THEFT/OTHER,OTHERS,MIDNIGHT,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,DOWNTOWN,397429.97,136542.97,38.8967322303,-77.0296264448,924116259,
400691.930799998,130446.7795,26045198,2026/04/06 20:28:52+00,2026/04/06 19:46:00+00,2026/04/06 20:20:00+00,3300 - 3399 BLOCK OF 10TH PLACE SE,THEFT/OTHER,OTHERS,EVENING,8,8C,7,705,Cluster 39,007304 2,007304,Precinct 120,,400691.930814595,130446.779478485,38.8418187534,-76.9920297887,924116260,
398546.759999998,138840.050000001,26420083,2026/01/07 18:03:23+00,2025/12/27 22:40:00+00,2025/12/27 22:41:00+00,300 - 399 BLOCK OF ELM STREET NW,THEFT/OTHER,OTHERS,DAY,1,1B,3,306,Cluster 3,003400 1,003400,Precinct 20,,398546.76,138840.05,38.9174276791,-77.016757325,924116261,
400489.140000001,135648.2456,26420337,2026/01/22 14:31:36+00,2026/01/20 00:00:00+00,2026/01/21 17:05:00+00,800 - 899 BLOCK OF A STREET SE,THEFT F/AUTO,OTHERS,DAY,6,6B,1,107,Cluster 26,006700 3,006700,Precinct 89,,400489.139998407,135648.245627312,38.8886758427,-76.9943619948,924116262,
397318.159999996,139543.859999999,26420718,2026/02/19 16:46:39+00,2026/02/18 16:30:00+00,2026/02/18 23:05:00+00,1300 - 1399 BLOCK OF EUCLID STREET NW,THEFT/OTHER,OTHERS,DAY,1,1B,3,304,Cluster 2,003600 1,003600,Precinct 23,,397318.16,139543.86,38.9237649373,-77.0309270726,924116263,
397973.640000001,141619.489999998,26420723,2026/02/20 03:01:26+00,2026/02/19 17:55:00+00,2026/02/19 17:55:00+00,4200 - 4299 BLOCK OF 8TH STREET NW,THEFT/OTHER,OTHERS,EVENING,4,4C,4,407,Cluster 18,002400 3,002400,Precinct 46,,397973.64,141619.49,38.9424645977,-77.0233741835,924116264,
400233.329999998,136192.690000001,26420827,2026/02/27 13:45:50+00,2026/02/26 20:43:00+00,2026/02/26 21:40:00+00,600 - 699 BLOCK OF C STREET NE,THEFT/OTHER,OTHERS,DAY,6,6C,1,108,Cluster 25,008302 3,008302,Precinct 85,CAPITOL HILL,400233.33,136192.69,38.8935805056,-76.9973103688,924116265,
399759.619999997,139012.82,26421170,2026/03/26 16:15:46+00,2026/03/24 04:00:00+00,2026/03/26 03:35:00+00,200 - 299 BLOCK OF RHODE ISLAND AVENUE NE,THEFT/OTHER,OTHERS,DAY,5,5F,5,502,Cluster 21,009203 2,009203,Precinct 74,,399759.62,139012.82,38.9189852167,-77.0027718847,924116266,
399345.920000002,138303.129999999,26421256,2026/04/02 12:15:52+00,2026/03/30 16:11:00+00,2026/03/30 21:59:00+00,10 - 99 BLOCK OF R STREET NE,THEFT/OTHER,OTHERS,DAY,5,5F,5,502,Cluster 21,008701 1,008701,Precinct 75,,399345.92,138303.13,38.9125918826,-77.0075416916,924116267,
401138.240000002,134783.469999999,26023455,2026/02/21 20:02:04+00,2026/02/21 19:30:00+00,2026/02/21 19:54:00+00,1309 - 1397 BLOCK OF PENNSYLVANIA AVENUE SE,MOTOR VEHICLE THEFT,OTHERS,EVENING,6,6B,1,106,Cluster 26,006900 2,006900,Precinct 91,CAPITOL HILL,401138.24,134783.47,38.8808850123,-76.986881665,924116666,
396326.740000002,139604.809999999,26023985,2026/02/23 00:36:48+00,2026/02/22 21:37:00+00,2026/02/23 00:35:00+00,1730 - 1797 BLOCK OF LANIER PLACE NW,BURGLARY,OTHERS,EVENING,1,1C,3,303,Cluster 1,003901 2,003901,Precinct 35,ADAMS MORGAN,396326.74,139604.81,38.9243104093,-77.0423604874,924116667,
397745.950000003,138975.43,26025607,2026/02/26 16:12:55+00,2026/02/24 14:15:00+00,2026/02/26 16:00:00+00,2100 - 2199 BLOCK OF 10TH STREET NW,BURGLARY,OTHERS,DAY,1,1B,3,305,Cluster 3,004401 3,004401,Precinct 22,,397745.95,138975.43,38.9186455376,-77.0259919172,924117014,
398441.270000003,145188.129999999,26027255,2026/03/02 02:02:34+00,2026/03/01 21:26:00+00,2026/03/01 22:39:00+00,6920 - 6999 BLOCK OF 4TH STREET NW,THEFT/OTHER,OTHERS,EVENING,4,4B,4,401,Cluster 17,001702 1,001702,Precinct 63,,398441.27,145188.13,38.9746127853,-77.0179881551,924117015,
399380.5735,129543.9267,26030546,2026/03/08 21:27:42+00,2026/03/08 20:09:00+00,2026/03/08 21:08:00+00,3800 - 3899 BLOCK OF HALLEY TERRACE SE,MOTOR VEHICLE THEFT,OTHERS,EVENING,8,8D,7,707,Cluster 39,009803 3,009803,Precinct 124,,399380.573533378,129543.926741647,38.8336855005,-77.0071342356,924117016,
403459.939999998,140142.0,26037566,2026/03/23 00:17:09+00,2026/03/22 21:09:00+00,2026/03/22 22:01:00+00,2855 - 3200 BLOCK OF BLADENSBURG ROAD NE,THEFT/OTHER,OTHERS,EVENING,5,5C,5,503,Cluster 24,011100 1,011100,Precinct 71,,403459.94,140142,38.9291504511,-76.960096837,924117049,
396535.170000002,147250.57,26037621,2026/03/22 23:49:54+00,2026/03/22 23:22:00+00,2026/03/23 00:00:00+00,1700 - 1798 BLOCK OF TAMARACK STREET NW,MOTOR VEHICLE THEFT,OTHERS,EVENING,4,4A,4,401,Cluster 16,001600 4,001600,Precinct 62,,396535.17,147250.57,38.993186231,-77.0399954772,924117050,
403326.960000001,139897.800000001,26038603,2026/03/24 22:51:11+00,2026/03/24 01:00:00+00,2026/03/24 08:30:00+00,3100 - 3199 BLOCK OF CHERRY ROAD NE,THEFT F/AUTO,OTHERS,EVENING,5,5C,5,503,Cluster 24,009000 1,009000,Precinct 139,,403326.96,139897.8,38.926951135,-76.9616316663,924117051,
400589.75,136927.77,26040643,2026/03/29 02:00:13+00,2026/03/28 21:58:00+00,2026/03/28 22:31:00+00,900 - 999 BLOCK OF H STREET NE,THEFT/OTHER,OTHERS,EVENING,6,6A,1,104,Cluster 25,008402 2,008402,Precinct 82,,400589.75,136927.77,38.9002022066,-76.993201229,924117052,
405274.842799999,137144.361299999,26041238,2026/03/30 04:04:58+00,2026/03/30 00:51:00+00,2026/03/30 00:55:00+00,900 - 999 BLOCK OF 44TH STREET NE,ASSAULT W/DANGEROUS WEAPON,OTHERS,MIDNIGHT,7,7C,6,602,Cluster 31,007809 2,007809,Precinct 94,,405274.842786848,137144.361276701,38.9021377091,-76.9391887683,924117053,
397920.759999998,136540.390000001,26041418,2026/03/30 15:12:49+00,2026/03/29 21:45:00+00,2026/03/31 03:22:00+00,500 - 599 BLOCK OF 9TH STREET NW,MOTOR VEHICLE THEFT,OTHERS,DAY,2,2C,1,101,Cluster 8,005802 5,005802,Precinct 129,DOWNTOWN,397920.76,136540.39,38.8967102866,-77.0239687746,924117054,
406471.670000002,137425.43,26041478,2026/03/30 18:42:35+00,2026/03/30 15:58:00+00,2026/03/30 17:07:00+00,5100 - 5199 BLOCK OF LEE STREET NE,MOTOR VEHICLE THEFT,OTHERS,DAY,7,7C,6,602,Cluster 31,007806 1,007806,Precinct 93,,406471.67,137425.43,38.9046616777,-76.9253884561,924117055,
396835.740000002,139458.129999999,26045161,2026/04/06 19:15:57+00,2026/04/06 18:22:00+00,2026/04/06 19:16:00+00,2480 - 2599 BLOCK OF 16TH STREET NW,THEFT/OTHER,OTHERS,EVENING,1,1C,3,303,Cluster 1,003802 3,003802,Precinct 24,,396835.74,139458.13,38.9229910494,-77.0364899611,924117056,
398273.966899998,134400.736099999,26420081,2026/01/07 17:33:06+00,2025/12/31 01:29:00+00,2025/12/31 01:29:00+00,1000 - 1199 BLOCK OF 6TH STREET SW,THEFT/OTHER,OTHERS,DAY,6,6D,1,105,Cluster 9,010201 1,010201,Precinct 142,SOUTHWEST,398273.966908351,134400.736122155,38.8774362384,-77.0198917506,924117057,
401257.060000002,135928.350000001,26420757,2026/02/25 02:15:54+00,2026/02/22 16:45:00+00,2026/02/22 16:45:00+00,100 - 111 BLOCK OF 14TH STREET NE,THEFT/OTHER,OTHERS,EVENING,6,6A,1,108,Cluster 26,008002 2,008002,Precinct 86,,401257.06,135928.35,38.8911983652,-76.9855101577,924117061,
398999.369999997,142842.91,26001129,2026/01/04 00:43:18+00,2026/01/03 20:08:00+00,2026/01/03 21:20:00+00,5200 - 5208 BLOCK OF NEW HAMPSHIRE AVENUE NW,MOTOR VEHICLE THEFT,OTHERS,EVENING,4,4D,4,403,Cluster 18,002102 3,002102,Precinct 57,,398999.37,142842.91,38.953487272,-77.0115441115,924117074,
397194.759999998,137509.469999999,26001399,2026/01/04 14:17:07+00,2026/01/04 12:28:00+00,2026/01/04 14:00:00+00,1 - 1 BLOCK OF THOMAS CIRCLE NW,THEFT/OTHER,OTHERS,DAY,2,2C,2,207,Cluster 8,010100 1,010100,Precinct 17,DOWNTOWN,397194.76,137509.47,38.9054380874,-77.0323418139,924117075,
398136.579999998,141274.960000001,26001924,2026/01/05 18:33:00+00,2026/01/05 17:00:00+00,2026/01/05 17:03:00+00,3900 - 3999 BLOCK OF 7TH STREET NW,THEFT F/AUTO,OTHERS,DAY,4,4C,4,407,Cluster 18,002400 4,002400,Precinct 45,,398136.58,141274.96,38.9393613323,-77.0214937252,924117076,
399283.189999998,134605.960000001,26005187,2026/01/12 18:32:16+00,2026/01/11 02:22:00+00,2026/01/12 14:00:00+00,1 - 69 BLOCK OF I STREET SE,THEFT/OTHER,OTHERS,DAY,6,8F,1,106,Cluster 27,007202 2,007202,Precinct 131,CAPITOL RIVERFRONT,399283.19,134605.96,38.8792863775,-77.0082611251,924117077,
400930.115400001,135528.309099998,26005493,2026/01/13 00:00:44+00,2026/01/11 14:00:00+00,2026/01/11 18:30:00+00,1200 - 1299 BLOCK OF INDEPENDENCE AVENUE SE,THEFT F/AUTO,OTHERS,EVENING,6,6B,1,107,Cluster 26,006700 2,006700,Precinct 88,,400930.115390816,135528.309147201,38.8875950537,-76.9892793147,924117078,
399952.399999999,143603.23,26006307,2026/01/14 16:16:55+00,2026/01/13 18:30:00+00,2026/01/13 20:30:00+00,500 - 529 BLOCK OF NICHOLSON STREET NE,THEFT/OTHER,OTHERS,DAY,4,4B,4,406,Cluster 19,009505 3,009505,Precinct 65,,399952.4,143603.23,38.9603370025,-77.0005492065,924117079,
401280.18,133168.719999999,26007416,2026/01/17 03:01:16+00,2026/01/16 21:47:00+00,2026/01/16 22:17:00+00,1909 - 1999 BLOCK OF 14TH STREET SE,THEFT/OTHER,OTHERS,EVENING,8,8A,7,701,Cluster 28,007503 1,007503,Precinct 114,ANACOSTIA,401280.18,133168.72,38.8663385033,-76.9852487988,924117080,
397497.159999996,136959.0,26022768,2026/02/20 12:13:31+00,2026/02/20 10:30:00+00,2026/02/20 10:35:00+00,1200 - 1299 BLOCK OF NEW YORK AVENUE NW,THEFT/OTHER,OTHERS,DAY,2,2C,2,209,Cluster 8,010100 2,010100,Precinct 129,DOWNTOWN,397497.16,136959,38.9004801723,-77.0288534169,924117081,
397902.109999999,143647.949999999,26024802,2026/02/24 22:04:35+00,2026/02/24 20:48:00+00,,5801 - 5899 BLOCK OF 8TH STREET NW,ASSAULT W/DANGEROUS WEAPON,GUN,EVENING,4,4B,4,402,Cluster 17,001901 1,001901,Precinct 58,,397902.11,143647.95,38.9607373476,-77.0242054905,924117082,
396830.43,137253.620000001,26003259,2026/01/08 12:48:46+00,2026/01/08 12:20:00+00,2026/01/08 12:39:00+00,1000 - 1099 BLOCK OF 16TH STREET NW,THEFT/OTHER,OTHERS,DAY,2,2C,2,207,Cluster 6,010100 1,010100,Precinct 17,DOWNTOWN,396830.43,137253.62,38.9031320626,-77.0365410195,924117336,
399886.567100003,135043.967999998,26005005,2026/01/12 00:25:38+00,2026/01/12 00:00:00+00,2026/01/12 00:26:00+00,300 - 399 BLOCK OF E STREET SE,THEFT/OTHER,OTHERS,EVENING,6,6B,1,106,Cluster 26,006500 2,006500,Precinct 89,,399886.567133848,135043.968026752,38.8832324087,-77.0013073687,924117337,
400541.770000003,137118.18,26030134,2026/03/08 02:51:55+00,2026/02/28 05:00:00+00,2026/03/06 01:00:00+00,900 - 999 BLOCK OF 9TH STREET NE,THEFT/OTHER,OTHERS,EVENING,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 82,,400541.77,137118.18,38.9019175187,-76.9937542031,924117357,
400233.43,136697.629999999,26031152,2026/03/10 01:18:22+00,2026/02/28 23:00:00+00,2026/03/01 12:30:00+00,600 - 699 BLOCK OF MORRIS PLACE NE,THEFT/OTHER,OTHERS,EVENING,6,6C,1,104,Cluster 25,008302 2,008302,Precinct 84,,400233.43,136697.63,38.8981291895,-76.9973090445,924117358,
399489.779200003,134556.8836,26031169,2026/03/10 07:37:15+00,2026/03/10 00:27:00+00,2026/03/11 02:30:00+00,900 - 999 BLOCK OF 1ST STREET SE,ROBBERY,OTHERS,MIDNIGHT,6,8F,1,106,Cluster 27,007202 2,007202,Precinct 131,CAPITOL RIVERFRONT,399489.779165479,134556.883610299,38.8788444223,-77.0058801803,924117359,
